0.264516,0.169471,0.171779,0.116567,0.166667,no
0.787097,0.19351,0.155419,0.217336,0.5,yes
0.735484,0.277644,0.274029,0.33006,0.116667,yes
0.451613,0.169471,0.298569,0.076857,0.35,yes
0.329032,0.026442,0.392638,0.072161,0.05,yes
0.393548,0.169471,0.198364,0.283091,0.683333,yes
0.387097,0.170673,0.239264,0.274979,0.333333,yes
0.612903,0.175481,0.274029,0.120837,0.066667,yes
0.619355,0.139423,0.498978,0.150726,0.05,yes
0.580645,0.427885,0.572597,0.068318,0.416667,yes
0.716129,0.163462,0.308793,0.544406,0.5,yes
0.483871,0.247596,0.560327,0.311699,0.133333,yes
0.541935,0.199519,0.251534,0.560632,0.066667,yes
0.374194,0.127404,0.558282,0.020922,0.033333,yes
0.935484,0.373798,0.265849,0.215628,0.133333,yes
0.787097,0.169471,0.562372,0.11187,0.1,yes
0.606452,0.183894,0.335378,0.194705,0,yes
0.412903,0.169471,0.251534,0.374466,0.2,yes
0.651613,0.169471,0.531697,0.235696,0.166667,yes
0.567742,0.169471,0.300613,0.095645,0.033333,yes
0.477419,0.169471,0.505112,0.262596,0,yes
0.683871,0.134615,0.347648,0.262169,0.55,yes
0.341935,0.092548,0.464213,0.338599,0.183333,yes
0.458065,0.169471,0.316973,0.071307,0.316667,yes
0.548387,0.133413,0.415133,0.154142,0.366667,yes
0.832258,0.205529,0.319018,0.380871,0.166667,yes
0.922581,0.223558,0.372188,0.140905,0.25,yes
0.23871,0.03125,0.171779,0.087532,0.05,no
0.412903,0.317308,0.145194,0.342869,0.016667,no
0.412903,0.073317,0.366053,0.078992,0.2,no
0.43871,0.169471,0.110429,0.325363,0.616667,no
0.458065,0.169471,0.349693,0.023911,0.133333,no
0.658065,0.169471,0.235174,0.207515,0.133333,no
0.393548,0.064904,0.257669,0.018787,0.266667,no
0.258065,0.169471,0.411043,0.161827,0.3,no
0.335484,0.042067,0.059305,0.242955,0.083333,no
0.548387,0.169471,0.265849,0.266866,0.133333,no
0.412903,0.058894,0.292434,0.102477,0.016667,no
0.316129,0.069712,0.515337,0.402647,0.233333,no
0.36129,0.080529,0.274029,0.371904,0.116667,no
0.683871,0.394231,0.337423,0.273271,0.35,no
0.283871,0.046875,0.220859,0.064475,0.016667,no
0.451613,0.325721,0.531697,0.038002,0.1,no
0.670968,0.169471,0.292434,0.076003,0.016667,no
0.406452,0.169471,0.380368,0.277114,0.166667,no
0.490323,0.058894,0.251534,0.088386,0.083333,no
0.580645,0.055288,0.157464,0.163108,1,no
0.709677,0.151442,0.570552,0.210504,0.1,no
0.567742,0.169471,0.200409,0.145602,0.7,no
0.967742,0.169471,0.161554,0.201964,0.766667,no
0.709677,0.215144,0.226994,0.324936,0.3,no
0.490323,0.169471,0.139059,0.141332,0.716667,no
0.548387,0.375,0.02863,0.215201,0.65,no
0.432258,0.169471,0.130879,0.248506,0.166667,no
0.432258,0.169471,0.08998,0.027327,0,no
0.935484,0.169471,0.210634,0.257045,0.266667,no
0.264516,0.169471,0.243354,0.094791,0.233333,no
0.225806,0.169471,0.282209,0.135781,0.016667,no
0.445161,0.169471,0.261759,0.33988,0,no
0.187097,0.169471,0.059305,0.112724,0.066667,no
0.419355,0.127404,0.100204,0.140478,0.083333,no
0.432258,0.201923,0.118609,0.025619,0.033333,no
0.251613,0.06851,0.226994,0.294193,0.25,no
0.322581,0.169471,0.132924,0.029889,0,no
0.36129,0.038462,0.026585,0.030316,0.116667,no
0.406452,0.169471,0.167689,0.023484,0.033333,no
0.277419,0.021635,0.335378,0.009821,0.016667,no
0.709677,0.103365,0.259714,0.036721,0.4,no
0.367742,0.301683,0.122699,0.228864,0.033333,no
0.23871,0.040865,0.582822,0.078138,0.35,no
0.477419,0.169471,0.537832,0.35269,0.083333,no
0.503226,0.169471,0.265849,0.076857,0.333333,no
0.4,0.169471,0.265849,0.12895,0.35,no
0.309677,0.169471,0.243354,0.0269,0.016667,no
0.316129,0.060096,0.214724,0.118702,0.033333,no
0.948387,0.139423,0.259714,0.094364,0.216667,no
0.522581,0.169471,0.087935,0.078565,0,no
