0.058824,0.935484,0.367347,0.173913,1,0.243354,0.136635,0.633333,yes
0.411765,0.664516,0.530612,0.23913,0.169471,0.433538,0.07643,0.366667,yes
0.470588,0.574194,0.489796,0.23913,0.169471,0.300613,0.081981,0.3,yes
0.058824,0.767742,0.489796,0.23913,0.169471,0.425358,0.488471,0.2,yes
0.058824,0.470968,0.653061,0.184783,0.157452,0.333333,0.13877,0.316667,yes
0,0.56129,0.653061,0.23913,0.169471,0.274029,0.283945,0.183333,yes
0.470588,0.419355,0.530612,0.347826,0.120192,0.198364,0.239966,0.166667,yes
0.411765,0.903226,0.612245,0.282609,0.169471,0.353783,0.118275,0.333333,yes
0.235294,0.632258,0.632653,0.23913,0.169471,0.527607,0.242101,0.016667,yes
0.058824,0.445161,0.408163,0.304348,0.169471,0.314928,0.198548,0,yes
0.117647,0.412903,0.571429,0.23913,0.169471,0.179959,0.077284,0.516667,yes
0.588235,0.754839,0.44898,0.173913,0.141827,0.149284,0.105892,0.433333,yes
0.058824,0.503226,0.408163,0.271739,0.170673,0.345603,0.262169,0.15,yes
0.058824,0.980645,0.530612,0.315217,0.282452,0.374233,0.340307,0.133333,yes
0.294118,0.645161,0.591837,0.206522,0.325721,0.282209,0.159693,0.616667,yes
0.058824,0.825806,0.44898,0.456522,0.679087,0.494888,0.266439,0.116667,yes
0,0.935484,0.816327,0.195652,0.169471,0.329243,0.152434,0.333333,yes
0.176471,0.735484,0.469388,0.25,0.377404,0.353783,0.113578,0.233333,yes
0.529412,0.554839,0.469388,0.23913,0.169471,0.327198,0.24509,0.4,yes
0,0.496774,0.428571,0.25,0.18149,0.329243,0.053373,0.2,yes
0.058824,0.832258,0.510204,0.23913,0.169471,0.380368,0.00427,0.283333,yes
0.764706,0.387097,0.489796,0.23913,0.169471,0.265849,0.165243,0.283333,yes
0.529412,0.651613,0.571429,0.423913,0.139423,0.402863,0.238685,0.316667,yes
0.764706,0.735484,0.918367,0.23913,0.169471,0.492843,0.07643,0.383333,yes
0.411765,0.922581,0.265306,0.282609,0.454327,0.321063,0.319385,0.216667,yes
0.058824,0.664516,0.714286,0.369565,0.169471,0.635992,0.119556,0.1,yes
0.058824,0.529032,0.367347,0.23913,0.169471,0.243354,0.115713,0.433333,yes
0,0.387097,0.408163,0.173913,0.122596,0.196319,0.160547,0.033333,no
0.176471,0.251613,0.346939,0.26087,0.004808,0.329243,0.110162,0.066667,no
0,0.529032,0.612245,0.23913,0.241587,0.255624,0.188728,0.05,no
0,0.6,0.44898,0.076087,0.161058,0.134969,0.027754,0,no
0.117647,0.406452,0.510204,0.25,0.103365,0.314928,0.139197,0.033333,no
0.588235,0.870968,0.469388,0.23913,0.169471,0.345603,0.052092,0.266667,no
0.411765,0.393548,0.489796,0.23913,0.169471,0.291564,0.096926,0.05,no
0.176471,0.464516,0.489796,0.23913,0.169471,0.108384,0.046541,0.033333,no
0,0.36129,0.469388,0.206522,0.043269,0.257669,0.221605,0,no
0,0.367742,0.408163,0.108696,0.169471,0.05726,0.074295,0,no
0.058824,0.277419,0.367347,0.326087,0.073317,0.388548,0.184031,0.016667,no
0.529412,0.083871,0.571429,0.326087,0.169471,0.298569,0.007686,0.333333,no
0.058824,0.593548,0.510204,0.467391,0.228365,0.392638,0.137062,0.05,no
0,0.367742,0.387755,0.23913,0.169471,0.075665,0.110162,0.066667,no
0.235294,0.690323,0.673469,0.336957,0.169471,0.235174,0.092229,0.25,no
0,0.36129,0.653061,0.576087,0.115385,0.584867,0.377455,0.166667,no
0.294118,0.664516,0.520408,0.23913,0.169471,0.239264,0.152007,0.116667,no
0,0.329032,0.571429,0.413043,0.09375,0.374233,0.1076,0.083333,no
0.294118,0.270968,0.44898,0.228261,0.06851,0.245399,0.122118,0.05,no
0,0.341935,0.408163,0.315217,0.103365,0.380368,0.222886,0.066667,no
0.411765,0.451613,0.530612,0.108696,0.115385,0.114519,0.16567,0.166667,no
0,0.832258,0.55102,0.271739,0.301683,0.578732,0.461571,0.616667,no
0.117647,0.23871,0.489796,0.086957,0.074519,0.243354,0.200256,0.066667,no
0.058824,0.554839,0.367347,0.173913,0.1875,0.212679,0.262169,0,no
0.411765,0.522581,0.632653,0.23913,0.169471,0.396728,0.096499,0.5,no
0.176471,0.464516,0.510204,0.086957,0.109375,0.165644,0.012383,0.05,no
0,0.083871,0.367347,0.23913,0.169471,0.071575,0.280529,0.766667,no
0.235294,0.56129,0.44898,0.152174,0.182692,0.304703,0.035013,0.116667,no
0.470588,0.425806,0.530612,0.23913,0.169471,0.196319,0.067891,0.616667,no
0.352941,0.309677,0.387755,0.271739,0.134615,0.282209,0.002989,0.416667,no
0.235294,0.548387,0.632653,0.141304,0.307692,0.345603,0.065329,0.033333,no
0.352941,0.380645,0.428571,0.23913,0.169471,0.124744,0.073015,0.133333,no
0.058824,0.290323,0,0.130435,0.013221,0.196319,0.20538,0,no
0.058824,0.309677,0.387755,0.195652,0.032452,0.026585,0.172502,0.066667,no
0.117647,0.154839,0.387755,0.065217,0.001202,0.038855,0.07643,0.033333,no
0,0.567742,0.55102,0.23913,0.169471,0.290389,0.1345,0,no
0.117647,0.322581,0.530612,0.119565,0.0625,0.274029,0.243809,0.033333,no
0.117647,0.425806,0.510204,0.23913,0.133413,0.290389,0.264731,0.1,no
0.058824,0.490323,0.571429,0.445652,0.223558,0.423313,0.462852,0.333333,no
0.117647,0.36129,0.44898,0.195652,0.06851,0.415133,0.105038,0.083333,no
0,0.316129,0.367347,0.23913,0.169471,0.349693,0.078992,0.066667,no
0.058824,0.406452,0.265306,0.130435,0.169471,0.206544,0.04398,0.133333,no
0,0.354839,0.489796,0.23913,0.169471,0.139059,0.074722,0.016667,no
0.117647,0.535484,0.22449,0.152174,0.385817,0.331288,0.041845,0.016667,no
0.588235,0.322581,0.489796,0.119565,0.169471,0.100204,0.220751,0.583333,no
0,0.625806,0.612245,0.206522,0.169471,0.290389,0.15158,0.016667,no
0.470588,0.135484,0.489796,0.173913,0.169471,0.282209,0.222886,0.35,no
0.058824,0.23871,0.510204,0.369565,0.051683,0.574642,0.434671,0.183333,no
0.588235,0.612903,0.571429,0.23913,0.169471,0.182004,0.581981,0.6,no
0.058824,0.316129,0.469388,0.26087,0.169471,0.249489,0.101196,0.033333,no
