0.264516,0.169471,0.171779,0.116567,0.166667,no
0.36129,0.169471,0.241309,0.173356,0.183333,yes
0.374194,0.169471,0.300613,0.25064,0.416667,yes
0.419355,0.169471,0.292434,0.331768,0.283333,yes
0.819355,0.145433,0.308793,0.051665,0.05,yes
0.832258,0.185096,0.235174,0.120837,0.2,yes
0.374194,0.169471,0.257669,0.043553,0.25,yes
0.741935,0.169471,0.249489,0.130231,0.25,yes
0.43871,0.19351,0.327198,0.077711,0.25,yes
0.819355,0.169471,0.519427,0.171221,0.083333,yes
0.625806,0.169471,0.241309,0.291631,0.1,yes
0.406452,0.072115,0.376278,0.289923,0.066667,yes
0.516129,0.229567,0.300613,0.340307,0.15,yes
0.877419,0.169471,0.513292,0.087105,0.333333,yes
0.658065,0.169471,0.415133,0.188728,0.766667,yes
0.735484,0.169471,0.300613,0.309564,0.166667,yes
0.832258,0.552885,0.357873,0.076857,0.016667,yes
0.470968,0.169471,0.235174,0.12895,0.15,yes
0.587097,0.283654,0.492843,0.122545,0.05,yes
0.548387,0.169471,0.372188,0.380017,0.183333,yes
0.987097,0.169471,0.337423,0.212212,0.683333,yes
0.896774,0.169471,0.208589,0.057216,0.25,yes
0.664516,0.169471,0.231084,0.042699,0.483333,yes
0.651613,0.169471,0.292434,0.067037,0.816667,yes
0.632258,0.560096,0.249489,0.021349,0.366667,yes
0.341935,0.169471,0.355828,0.128096,0.516667,yes
0.76129,0.169471,0.124744,0.042699,0.483333,yes
0.264516,0.169471,0.437628,0.363792,0.1,no
0.335484,0.169471,0.08589,0.055081,0.1,no
0.219355,0.03125,0.382413,0.152007,0,no
0.425806,0.169471,0.396728,0.048249,0.15,no
0.232258,0.169471,0.163599,0.100342,0.333333,no
0.548387,0.260817,0.190184,0.191716,0.166667,no
0.477419,0.169471,0.100204,0.596926,0.416667,no
0.554839,0.109375,0.157464,0.168232,0.016667,no
0.309677,0.169471,0.490798,0.067891,0.133333,no
0.393548,0.373798,0.382413,0.034586,0.116667,no
0.380645,0.082933,0.513292,0.044833,0.2,no
0.406452,0.081731,0.257669,0.31725,0.05,no
0.36129,0.21875,0.282209,0.156277,0.35,no
0.703226,0.566106,0.458078,0.260034,0.033333,no
0.374194,0.169471,0.357873,0.254483,0.116667,no
0.483871,0.1875,0.554192,0.183177,0.083333,no
0.354839,0.169471,0.0818,0.01281,0.033333,no
0.425806,0.169471,0.280164,0.167805,0.133333,no
0.245161,0.097356,0.06135,0.143894,0.033333,no
0.490323,0.050481,0.05317,0.279675,0.45,no
0.645161,0.169471,0.472393,0.225875,0.116667,no
0.63871,0.169471,0.548057,0.047822,0.433333,no
0.251613,0.0625,0.380368,0.235269,0.05,no
0.470968,0.06851,0.143149,0.100342,0,no
0.354839,0.169471,0.220859,0.053373,0.183333,no
0.154839,0.0625,0.139059,0.046541,0.066667,no
0.503226,0.110577,0.237219,0.272844,0.016667,no
0.509677,0.096154,0.304703,0.126388,0.316667,no
0.464516,0.169471,0.188139,0.0538,0,no
0.393548,0.169471,0.124744,0.046541,0,no
0.219355,0.169471,0.292434,0.081981,0.3,no
0.606452,0.169471,0.447853,0.067464,0.116667,no
0.432258,0.169471,0.116564,0.140478,0.1,no
0.412903,0.169471,0.182004,0.137489,0.05,no
0.4,0.173077,0.259714,0.091375,0.05,no
0.43871,0.175481,0.413088,0.071734,0.116667,no
0.522581,0.127404,0.241309,0.164816,0.183333,no
0.374194,0.109375,0.226994,0.26345,0.1,no
0.303226,0.103365,0.143149,0.06661,0.033333,no
0.76129,0.169471,0.194274,0.044406,0.55,no
0.780645,0.185096,0.314928,0.236123,0.466667,no
0.077419,0.03726,0.122699,0.108454,0.016667,no
0.406452,0.169471,0.130879,0.332195,0.216667,no
0.503226,0.223558,0.361963,0.172929,0.083333,no
0.735484,0.448317,0.265849,0.092656,0.05,no
0.251613,0.169471,0.226994,0.10205,0.216667,no
0.296774,0.049279,0.126789,0.073015,0.05,no
0.432258,0.169471,0.243354,0.204526,0.15,no
0.354839,0.169471,0.351738,0.132365,0.483333,no
0.283871,0.002404,0.208589,0.293766,0.016667,no
