0.264516,0.169471,0.171779,0.116567,0.166667,no
0.935484,1,0.243354,0.136635,0.633333,yes
0.664516,0.169471,0.433538,0.07643,0.366667,yes
0.574194,0.169471,0.300613,0.081981,0.3,yes
0.767742,0.169471,0.425358,0.488471,0.2,yes
0.470968,0.157452,0.333333,0.13877,0.316667,yes
0.56129,0.169471,0.274029,0.283945,0.183333,yes
0.419355,0.120192,0.198364,0.239966,0.166667,yes
0.903226,0.169471,0.353783,0.118275,0.333333,yes
0.632258,0.169471,0.527607,0.242101,0.016667,yes
0.445161,0.169471,0.314928,0.198548,0,yes
0.412903,0.169471,0.179959,0.077284,0.516667,yes
0.754839,0.141827,0.149284,0.105892,0.433333,yes
0.503226,0.170673,0.345603,0.262169,0.15,yes
0.980645,0.282452,0.374233,0.340307,0.133333,yes
0.645161,0.325721,0.282209,0.159693,0.616667,yes
0.825806,0.679087,0.494888,0.266439,0.116667,yes
0.935484,0.169471,0.329243,0.152434,0.333333,yes
0.735484,0.377404,0.353783,0.113578,0.233333,yes
0.554839,0.169471,0.327198,0.24509,0.4,yes
0.496774,0.18149,0.329243,0.053373,0.2,yes
0.832258,0.169471,0.380368,0.00427,0.283333,yes
0.387097,0.169471,0.265849,0.165243,0.283333,yes
0.651613,0.139423,0.402863,0.238685,0.316667,yes
0.735484,0.169471,0.492843,0.07643,0.383333,yes
0.922581,0.454327,0.321063,0.319385,0.216667,yes
0.664516,0.169471,0.635992,0.119556,0.1,yes
0.529032,0.169471,0.243354,0.115713,0.433333,yes
0.451613,0.169471,0.137014,0.284372,0.6,no
0.335484,0.042067,0.05317,0.11187,0.083333,no
0.4,0.169471,0.092025,0.067037,0.45,no
0.354839,0.044471,0.102249,0.061913,0,no
0.458065,0.151442,0.406953,0.030743,0.116667,no
0.393548,0.169471,0.291564,0.096926,0.05,no
0.283871,0.010817,0.126789,0.112724,0.15,no
0.354839,0.072115,0.07362,0.085824,0.083333,no
0.283871,0.048077,0.349693,0.128096,0.45,no
0.23871,0.0625,0.190184,0.097353,0.016667,no
0.374194,0.169471,0.291564,0.210931,0,no
0.664516,0.169471,0.316973,0.059778,0.733333,no
0.245161,0.169471,0.059305,0.132792,0.066667,no
0.419355,0.145433,0.143149,0.322374,0.033333,no
0.251613,0.169471,0,0.233134,0.1,no
0.587097,0.157452,0.458078,0.087959,0.083333,no
0.341935,0.169471,0,0.029462,0,no
0.277419,0.169471,0.218814,0.296755,0.066667,no
0,0.169471,0.139059,0.217336,0.25,no
0.264516,0.169471,0.265849,0.129804,0.35,no
0.529032,0.073317,0.157464,0.035867,0.3,no
0.354839,0.169471,0.151329,0.092229,0.116667,no
0.496774,0.010817,0.194274,0.094364,0,no
0.258065,0.074519,0.249489,0.380017,0,no
0.206452,0.169471,0.298569,0.043553,0.333333,no
0.470968,0.209135,0.257669,0.177199,0.016667,no
0.535484,0.235577,0.370143,0.309991,0.033333,no
0.774194,0.063702,0.298569,0.112297,0.483333,no
0.380645,0.169471,0.572597,0.020495,0.35,no
0.709677,0.134615,0.267894,0.111016,0.266667,no
0.574194,0.169471,0.179959,0.071307,0.25,no
0.380645,0.211538,0.398773,0.105038,0.566667,no
0.335484,0.08774,0.306748,0.090094,0,no
0.696774,0.310096,0.476483,0.081981,0.1,no
0.193548,0.169471,0.291564,0.010248,0.016667,no
0.541935,0.169471,0.335378,0.028181,0.4,no
0.503226,0.169471,0.192229,0.185312,0.4,no
0.632258,0.211538,0.216769,0.260034,0.666667,no
0.535484,0.169471,0.425358,0.047822,0.5,no
0.348387,0.211538,0.323108,0.150299,0.366667,no
0.193548,0.03726,0.235174,0.091802,0.033333,no
0.619355,0.199519,0.120654,0.320239,0.033333,no
0.535484,0.169471,0.333333,0.222032,0.116667,no
0.309677,0.169471,0.274029,0.022203,0.05,no
0.412903,0.197115,0.353783,0.143894,0.05,no
0.845161,0.169471,0.096115,0.105892,0.016667,no
0.354839,0.175481,0.376278,0.16012,0,no
0.529032,0.265625,0.431493,0.267293,0.1,no
0.4,0.169471,0.394683,0.050811,0.083333,no
