0.117647,0.987097,0.469388,0.413043,0.635817,0.251534,0.034159,0.533333,yes
0.529412,0.483871,0.571429,0.304348,0.169471,0.220859,0.078992,0.133333,yes
0.411765,0.380645,0.428571,0.271739,0.169471,0.427403,0.113578,0.166667,yes
0.882353,0.593548,0.469388,0.271739,0.115385,0.386503,0.032024,0.366667,yes
0,0.76129,0.530612,0.532609,0.103365,0.715746,0.290777,0.066667,yes
0.470588,0.929032,0.55102,0.23913,0.169471,0.607362,0.025192,0.366667,yes
0.411765,0.967742,0.44898,0.228261,0.169471,0.361963,0.284799,0.333333,yes
0.235294,0.670968,0.367347,0.217391,0.365385,0.259714,0.030743,0.133333,yes
0,0.858065,0.367347,0.23913,0.557692,0.335378,0.424424,0,yes
0.352941,0.483871,0.265306,0.163043,0.194712,0.182004,0.529462,0.2,yes
0.411765,0.4,0.367347,0.184783,0.169471,0.169734,0.093083,0.133333,yes
0,0.793548,0.489796,0.23913,0.169471,0.288344,0.324936,0.15,yes
0.176471,0.43871,0.510204,0.25,0.169471,0.274029,0.050811,0.066667,yes
0.529412,0.780645,0.653061,0.23913,0.169471,0.249489,0.095645,0.466667,yes
0.235294,0.722581,0.520408,0.23913,0.169471,0.615542,0.068318,0.183333,yes
0.294118,0.8,0.408163,0.23913,0.169471,0.300613,0.024338,0.333333,yes
0.058824,0.883871,0.408163,0.25,0.199519,0.325153,0.106746,0.283333,yes
0.588235,0.670968,0.612245,0.445652,0.268029,0.396728,0.394108,0.5,yes
0.705882,0.258065,0.489796,0.26087,0.169471,0.235174,0.09351,0.416667,yes
0.294118,0.922581,0.530612,0.217391,0.231971,0.519427,0.408198,0.533333,yes
0.647059,0.432258,0.612245,0.358696,0.169471,0.584867,0.361657,0.4,yes
0.529412,0.43871,0.591837,0.184783,0.169471,0.204499,0.514091,0.483333,yes
0.176471,0.232258,0.591837,0.26087,0.067308,0.327198,0.51836,0.1,yes
0,0.76129,0.530612,0.315217,0.169471,0.642127,0.122118,0.083333,yes
0.529412,0.774194,0.55102,0.23913,0.169471,0.298569,0.029889,0.4,yes
0.058824,0.374194,0.510204,0.23913,0.169471,0.435583,0.091802,0.35,yes
0,0.509677,0.489796,0.23913,0.169471,0.370143,0.076857,0.516667,yes
0.764706,0.4,0.469388,0.23913,0.169471,0.327198,0.073868,0.516667,no
0.235294,0.645161,0.346939,0.228261,0.151442,0.231084,0.08924,0.266667,no
0,0.754839,0.265306,0.23913,0.169471,0.075665,0.075149,0.733333,no
0.176471,0.683871,0.530612,0.23913,0.169471,0.05726,0.055081,0.266667,no
