0.264516,0.169471,0.171779,0.116567,0.166667,no
0.522581,0.169471,0.291564,0.065756,0.55,yes
0.63871,0.158654,0.376278,0.075149,0.5,yes
0.851613,0.34375,0.316973,0.166097,0.616667,yes
0.580645,0.169471,0.114519,0.08497,0.65,yes
0.445161,0.169471,0.308793,0.085397,0.033333,yes
0.696774,0.169471,0.650307,0.110589,0.25,yes
0.883871,0.578125,0.243354,0.229291,0.65,yes
0.980645,0.319712,0.394683,0.225021,0.6,yes
0.735484,0.169471,0.274029,0.310418,0.75,yes
0.903226,0.169471,0.241309,0.484629,0.466667,yes
0.658065,0.169471,0.402863,0.109308,0.116667,yes
0.645161,0.145433,0.274029,0.146883,0.066667,yes
0.516129,0.169471,0.188139,0.075149,0.25,yes
0.522581,0.183894,0.308793,0.377455,0.116667,yes
0.464516,0.169471,0.288344,0.248506,0.233333,yes
0.458065,0.169471,0.218814,0.127242,0.416667,yes
0.329032,0.199519,0.343558,0.066183,0.366667,yes
0.490323,0.169471,0.241309,0.044833,0.283333,yes
0.767742,0.109375,0.274029,0.081127,0.116667,yes
0.522581,0.169471,0.319018,0.01836,0.55,yes
0.567742,0.169471,0.331288,0.138343,0.383333,yes
0.483871,0.169471,0.290389,0.0269,0.05,yes
1,0.169471,0.505112,0.561913,0.016667,yes
0.522581,0.169471,0.288344,0.195559,0.1,yes
0.316129,0.175481,0.404908,0.254483,0.033333,yes
0.490323,0.163462,0.492843,0.301879,0.45,yes
0.941935,0.169471,0.353783,0.085397,0.75,yes
0.529032,0.165865,0.214724,0.308711,0,no
0.716129,0.638221,0.419223,0.230999,0.216667,no
0.206452,0.169471,0.323108,0.133646,0.066667,no
0.341935,0.169471,0.204499,0.15585,0.016667,no
0.354839,0.060096,0.022495,0.087959,0.15,no
0.612903,0.169471,0.182004,0.581981,0.6,no
0.470968,0.169471,0.319018,0.364646,0.383333,no
0.612903,0.082933,0.214724,0.245944,0.016667,no
0.36129,0.043269,0.257669,0.221605,0,no
0.4,0.169471,0.435583,0.088813,0.283333,no
0.348387,0.084135,0.143149,0.094364,0.016667,no
0.083871,0.169471,0.298569,0.007686,0.333333,no
0.335484,0.121394,0.132924,0.369769,0.3,no
0.354839,0.096154,0.130879,0.238685,0,no
0.341935,0.169471,0.184049,0.434244,0.016667,no
0.322581,0.169471,0.291564,0.076003,0.066667,no
0.619355,0.169471,0.392638,0.07088,0.333333,no
0.36129,0.067308,0.145194,0.247652,0.116667,no
0.587097,0.169471,0.173824,0.260034,0.683333,no
0.193548,0.026442,0.196319,0.081554,0.016667,no
0.625806,0.137019,0.147239,0.265158,0.05,no
0.612903,0.560096,0.460123,0.195559,0,no
0.425806,0.169471,0.159509,0.091375,0.15,no
0.625806,0.169471,0.192229,0.07088,0.316667,no
0.419355,0.169471,0.501022,0.327498,0.55,no
0.341935,0.081731,0,0.094364,0,no
0.393548,0.169471,0.233129,0.050811,0.416667,no
0.283871,0.048077,0.134969,0.0807,0.016667,no
0.341935,0.169471,0.406953,0.059778,0.15,no
0.354839,0.004808,0.417178,0.142613,0,no
0.412903,0.139423,0.118609,0.313834,0.233333,no
0.354839,0.036058,0.04499,0.067037,0.1,no
0.148387,0.169471,0.554192,0.04953,0.416667,no
0.664516,0.169471,0.503067,0.126815,0.05,no
0.470968,0.169471,0.214724,0.033732,0.15,no
0.522581,0.169471,0.132924,0.054654,0,no
0.387097,0.169471,0.216769,0.032024,0.45,no
0.4,0.169471,0.376278,0.042699,0.4,no
0.367742,0.091346,0.07362,0.032878,0.016667,no
0.380645,0.213942,0.118609,0.379163,0.2,no
0.503226,0.169471,0.343558,0.134927,0.133333,no
0.554839,0.169471,0.100204,0.100769,0.016667,no
0.303226,0.088942,0.304703,0.157131,0.016667,no
0.658065,0.216346,0.408998,0.107173,0.133333,no
0.432258,0.169471,0.243354,0.027754,0.033333,no
0.464516,0.199519,0.366053,0.17848,0.066667,no
0.529032,0.127404,0.188139,0.186593,0,no
0.96129,0.433894,0.157464,0.246371,0.05,no
0.6,0.169471,0.282209,0.133646,0.3,no
0.374194,0.169471,0.141104,0,0,no
